Sección	Palabra/Frase	Detalles
Tipos de Bañeras	Bañera de hidromasaje	"<div style=""text-align: left; width: 100%;"">• <b>Características</b>: Con jets de agua/aire<br><br>• <b>Ventajas</b>: Terapéutica, relajante<br><br>• <b>Usos específicos</b>: Spa, masajes, terapia<br><br>• <b>Materiales comunes</b>: Acrílico reforzado<br><br>• <b>Traducción</b>: Jacuzzi, whirlpool bathtub</div>"
Tipos de Bañeras	Bañera de esquina	"<div style=""text-align: left; width: 100%;"">• <b>Características</b>: Diseñada para esquinas<br><br>• <b>Ventajas</b>: Ahorra espacio<br><br>• <b>Usos específicos</b>: Baños pequeños<br><br>• <b>Materiales comunes</b>: Acrílico, fibra de vidrio<br><br>• <b>Traducción</b>: Corner bathtub</div>"
Tipos de Mesitas	Mesita de noche	"<div style=""text-align: left; width: 100%;"">• <b>Función principal</b>: Sostener lámpara, objetos personales<br><br>• <b>Ubicación típica</b>: Junto a la cama<br><br>• <b>Características</b>: Pequeña, con cajones/estante<br><br>• <b>Variantes regionales</b>: ""Mesa de noche"", ""buró"" (México)<br><br>• <b>Traducción</b>: Nightstand, bedside table</div>"
Tipos de Mesitas	Mesita de centro	"<div style=""text-align: left; width: 100%;"">• <b>Función principal</b>: Elemento decorativo, libros, bebidas<br><br>• <b>Ubicación típica</b>: Centro de sala/salón<br><br>• <b>Características</b>: Baja, amplia superficie<br><br>• <b>Variantes regionales</b>: ""Mesa de centro"", ""mesa de café""<br><br>• <b>Traducción</b>: Coffee table</div>"
Tipos de Mesitas	Mesita auxiliar	"<div style=""text-align: left; width: 100%;"">• <b>Función principal</b>: Apoyo puntual, objetos temporales<br><br>• <b>Ubicación típica</b>: Lateral a sofás, sillones<br><br>• <b>Características</b>: Versátil, móvil<br><br>• <b>Variantes regionales</b>: ""Mesa auxiliar"", ""mesa esquinera""<br><br>• <b>Traducción</b>: Side table, end table</div>"
Tipos de Mesitas	Mesita nido	"<div style=""text-align: left; width: 100%;"">• <b>Función principal</b>: Conjunto de mesas apilables<br><br>• <b>Ubicación típica</b>: Salas de estar<br><br>• <b>Características</b>: Se guardan una bajo otra<br><br>• <b>Variantes regionales</b>: ""Mesas nido""<br><br>• <b>Traducción</b>: Nesting tables</div>"
"Sinónimos de ""Vacío"""	Vacío	"<div style=""text-align: left; width: 100%;"">• <b>Contexto de uso</b>: General, físico o emocional<br><br>• <b>Registro</b>: Neutral<br><br>• <b>Connotación</b>: Ausencia, carencia<br><br>• <b>Ejemplo</b>: ""El vaso está vacío""<br><br>• <b>Traducción</b>: Empty</div>"
"Sinónimos de ""Vacío"""	Hueco	"<div style=""text-align: left; width: 100%;"">• <b>Contexto de uso</b>: Espacio no ocupado<br><br>• <b>Registro</b>: Coloquial<br><br>• <b>Connotación</b>: Oportunidad, falta<br><br>• <b>Ejemplo</b>: ""Hay un hueco en la agenda""<br><br>• <b>Traducción</b>: Gap, space, slot</div>"
"Sinónimos de ""Vacío"""	Desocupado	"<div style=""text-align: left; width: 100%;"">• <b>Contexto de uso</b>: Espacio/tiempo disponible<br><br>• <b>Registro</b>: Formal<br><br>• <b>Connotación</b>: Disponibilidad<br><br>• <b>Ejemplo</b>: ""El apartamento está desocupado""<br><br>• <b>Traducción</b>: Unoccupied, vacant</div>"
"Sinónimos de ""Vacío"""	Despoblado	"<div style=""text-align: left; width: 100%;"">• <b>Contexto de uso</b>: Áreas sin habitantes<br><br>• <b>Registro</b>: Geográfico<br><br>• <b>Connotación</b>: Soledad, aislamiento<br><br>• <b>Ejemplo</b>: ""Una región despoblada""<br><br>• <b>Traducción</b>: Unpopulated, depopulated</div>"
Tradiciones de Graduación	Lanzar birretes	"<div style=""text-align: left; width: 100%;"">• <b>Países/Regiones</b>: Internacional<br><br>• <b>Simbolismo</b>: Libertad, logro<br><br>• <b>Descripción</b>: Arrojar los sombreros académicos al aire<br><br>• <b>Momento de la ceremonia</b>: Final de ceremonia<br><br>• <b>Traducción</b>: Cap tossing</div>"
Tradiciones de Graduación	Cambio de borla	"<div style=""text-align: left; width: 100%;"">• <b>Países/Regiones</b>: EEUU, adaptado en Latinoamérica<br><br>• <b>Simbolismo</b>: Transición de estudiante a graduado<br><br>• <b>Descripción</b>: Mover la borla de un lado a otro del birrete<br><br>• <b>Momento de la ceremonia</b>: Durante entrega de diplomas<br><br>• <b>Traducción</b>: Tassel turning</div>"
Tradiciones de Graduación	Anillos de graduación	"<div style=""text-align: left; width: 100%;"">• <b>Países/Regiones</b>: EEUU, algunos países latinoamericanos<br><br>• <b>Simbolismo</b>: Pertenencia, logro<br><br>• <b>Descripción</b>: Entrega de anillos personalizados<br><br>• <b>Momento de la ceremonia</b>: Antes/durante ceremonia<br><br>• <b>Traducción</b>: Class rings</div>"
Roles de Traducción	Traductor	"<div style=""text-align: left; width: 100%;"">• <b>Funciones principales</b>: Convertir textos escritos entre idiomas<br><br>• <b>Habilidades clave</b>: Precisión, investigación, redacción<br><br>• <b>Ámbitos de trabajo</b>: Editorial, legal, técnico<br><br>• <b>Formación típica</b>: Filología, Traducción<br><br>• <b>Traducción</b>: Translator</div>"
Roles de Traducción	Intérprete simultáneo	"<div style=""text-align: left; width: 100%;"">• <b>Funciones principales</b>: Traducción oral inmediata<br><br>• <b>Habilidades clave</b>: Rapidez mental, memoria, concentración<br><br>• <b>Ámbitos de trabajo</b>: Conferencias, tribunales<br><br>• <b>Formación típica</b>: Interpretación, idiomas<br><br>• <b>Traducción</b>: Simultaneous interpreter</div>"
Roles de Traducción	Intérprete consecutivo	"<div style=""text-align: left; width: 100%;"">• <b>Funciones principales</b>: Traducción oral tras pausas<br><br>• <b>Habilidades clave</b>: Técnicas de memoria, toma de notas<br><br>• <b>Ámbitos de trabajo</b>: Reuniones, entrevistas<br><br>• <b>Formación típica</b>: Interpretación, idiomas<br><br>• <b>Traducción</b>: Consecutive interpreter</div>"
Patrones Educativos	Tablas de multiplicar	"<div style=""text-align: left; width: 100%;"">• <b>Edad/Nivel típico</b>: 7-9 años<br><br>• <b>Propósito pedagógico</b>: Memorización matemática básica<br><br>• <b>Materiales asociados</b>: Tablas impresas, canciones<br><br>• <b>Evolución actual</b>: Complementado con comprensión conceptual<br><br>• <b>Traducción</b>: Multiplication tables</div>"
Patrones Educativos	Caligrafía/planas	"<div style=""text-align: left; width: 100%;"">• <b>Edad/Nivel típico</b>: 6-8 años<br><br>• <b>Propósito pedagógico</b>: Desarrollo motricidad fina<br><br>• <b>Materiales asociados</b>: Cuadernos pautados, plantillas<br><br>• <b>Evolución actual</b>: Mayor énfasis en contenido vs. forma<br><br>• <b>Traducción</b>: Handwriting practice/worksheets</div>"
Patrones Educativos	Dictados	"<div style=""text-align: left; width: 100%;"">• <b>Edad/Nivel típico</b>: Todo primaria<br><br>• <b>Propósito pedagógico</b>: Ortografía, atención auditiva<br><br>• <b>Materiales asociados</b>: Textos graduados<br><br>• <b>Evolución actual</b>: Combinado con autocorrección<br><br>• <b>Traducción</b>: Dictation</div>"
"Colocaciones con ""Los Años"""	Los años siguientes	"<div style=""text-align: left; width: 100%;"">• <b>Significado/Uso</b>: Período posterior<br><br>• <b>Ejemplos</b>: ""Los años siguientes a la guerra fueron difíciles""<br><br>• <b>Registro</b>: Neutral<br><br>• <b>Temporalidad</b>: Posterior<br><br>• <b>Traducción</b>: The following years</div>"
"Colocaciones con ""Los Años"""	Los años anteriores	"<div style=""text-align: left; width: 100%;"">• <b>Significado/Uso</b>: Período previo<br><br>• <b>Ejemplos</b>: ""Los años anteriores habían sido prósperos""<br><br>• <b>Registro</b>: Neutral<br><br>• <b>Temporalidad</b>: Anterior<br><br>• <b>Traducción</b>: The previous years</div>"
"Colocaciones con ""Los Años"""	Los años venideros	"<div style=""text-align: left; width: 100%;"">• <b>Significado/Uso</b>: Futuro próximo<br><br>• <b>Ejemplos</b>: ""En los años venideros veremos grandes cambios""<br><br>• <b>Registro</b>: Formal/literario<br><br>• <b>Temporalidad</b>: Futuro<br><br>• <b>Traducción</b>: The years to come, the coming years</div>"
"Variaciones de ""Sedes"""	Sede principal/central	"<div style=""text-align: left; width: 100%;"">• <b>Ámbito de uso</b>: Empresarial, institucional<br><br>• <b>Características</b>: Centro neurálgico<br><br>• <b>Ejemplos</b>: ""La sede principal del banco está en Madrid""<br><br>• <b>Matices</b>: Jerarquía superior<br><br>• <b>Traducción</b>: Headquarters, main office</div>"
"Variaciones de ""Sedes"""	Casa matriz	"<div style=""text-align: left; width: 100%;"">• <b>Ámbito de uso</b>: Empresarial<br><br>• <b>Características</b>: Origen corporativo<br><br>• <b>Ejemplos</b>: ""La casa matriz de la empresa está en Alemania""<br><br>• <b>Matices</b>: Énfasis en origen<br><br>• <b>Traducción</b>: Parent company, home office</div>"
"Variaciones de ""Sedes"""	Oficina central	"<div style=""text-align: left; width: 100%;"">• <b>Ámbito de uso</b>: Administrativo<br><br>• <b>Características</b>: Centro operativo<br><br>• <b>Ejemplos</b>: ""Trabaja en la oficina central de la compañía""<br><br>• <b>Matices</b>: Enfoque operativo<br><br>• <b>Traducción</b>: Central office, main office</div>"
Peregrinaciones	La Meca (Hajj)	"<div style=""text-align: left; width: 100%;"">• <b>Ubicación</b>: Arabia Saudí<br><br>• <b>Religión</b>: Islam<br><br>• <b>Características</b>: Obligatoria una vez en la vida<br><br>• <b>Participantes anuales</b>: 2-3 millones<br><br>• <b>Traducción</b>: The Hajj to Mecca</div>"
Peregrinaciones	Kumbh Mela	"<div style=""text-align: left; width: 100%;"">• <b>Ubicación</b>: India (rotativa)<br><br>• <b>Religión</b>: Hinduismo<br><br>• <b>Características</b>: La mayor reunión religiosa<br><br>• <b>Participantes anuales</b>: 30-120 millones (cada 12 años)<br><br>• <b>Traducción</b>: Kumbh Mela</div>"
Peregrinaciones	Camino de Santiago	"<div style=""text-align: left; width: 100%;"">• <b>Ubicación</b>: España<br><br>• <b>Religión</b>: Cristianismo<br><br>• <b>Características</b>: Múltiples rutas hacia Santiago<br><br>• <b>Participantes anuales</b>: 350,000+<br><br>• <b>Traducción</b>: Way of St. James, Camino de Santiago</div>"
"Sinónimos de ""Agujetas"""	Agujetas	"<div style=""text-align: left; width: 100%;"">• <b>Región principal</b>: España<br><br>• <b>Registro</b>: Estándar<br><br>• <b>Descripción</b>: Dolor muscular posterior al ejercicio<br><br>• <b>Expresiones relacionadas</b>: ""Tener agujetas""<br><br>• <b>Traducción</b>: Muscle soreness</div>"
"Sinónimos de ""Agujetas"""	Dolor muscular	"<div style=""text-align: left; width: 100%;"">• <b>Región principal</b>: General<br><br>• <b>Registro</b>: Médico, formal<br><br>• <b>Descripción</b>: Descripción general del síntoma<br><br>• <b>Expresiones relacionadas</b>: ""Sufrir dolor muscular""<br><br>• <b>Traducción</b>: Muscle pain, muscle soreness</div>"
"Sinónimos de ""Agujetas"""	Dolor muscular tardío	"<div style=""text-align: left; width: 100%;"">• <b>Región principal</b>: General<br><br>• <b>Registro</b>: Técnico<br><br>• <b>Descripción</b>: Término médico específico<br><br>• <b>Expresiones relacionadas</b>: ""DOMS"" (siglas inglesas)<br><br>• <b>Traducción</b>: Delayed onset muscle soreness</div>"
Estados Mentales	Despistado	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Persona que no presta atención a detalles o pierde la concentración habitualmente<br><br>• <b>Traducción</b>: Absentminded, forgetful<br><br>• <b>Connotación</b>: Rasgo de personalidad más permanente<br><br>• <b>Ejemplos</b>:<br> - <b>""Es muy despistado, siempre olvida dónde deja las llaves"" (He's very absentminded, he always forgets where he leaves the keys)<br> - <i>""Soy bastante despistado para las fechas importantes""</i> (I'm quite forgetful with important dates)<br><br>• Contexto</b>: Característica general de la persona</div>"
Estados Mentales	Distraído	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Persona cuya atención se ha desviado temporalmente<br><br>• <b>Traducción</b>: Distracted<br><br>• <b>Connotación</b>: Estado momentáneo o circunstancial<br><br>• <b>Ejemplos</b>:<br> - <b>""Estaba distraído cuando me hablaste, no te escuché"" (I was distracted when you spoke to me, I didn't hear you)<br> - <i>""Perdón por el error, estaba un poco distraído""</i> (Sorry for the mistake, I was a bit distracted)<br><br>• Contexto</b>: Estado transitorio</div>"
Estados Físicos	Despeinado (literal)	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Con el cabello desordenado o en desorden<br><br>• <b>Traducción</b>: Disheveled, messy-haired<br><br>• <b>Ejemplos</b>:<br> - <i>""Salí despeinado de casa porque no tuve tiempo de arreglarme""</i> (I left home with messy hair because I didn't have time to fix myself up)<br> - <i>""El viento me dejó completamente despeinada""</i> (The wind left me completely disheveled)</div>"
Expresiones Figuradas	Despeinado (figurado)	"<div style=""text-align: left; width: 100%;"">• <b>Significado metafórico</b>: Desordenado, desorganizado (no relativo al cabello)<br><br>• <b>Traducción</b>: Disorganized, messy (figurative)<br><br>• <b>Ejemplos</b>:<br> - <i>""Su presentación estaba algo despeinada, con ideas poco claras""</i> (His presentation was somewhat disorganized, with unclear ideas)<br> - <i>""El proyecto quedó despeinado, sin estructura definida""</i> (The project ended up messy, without a defined structure)</div>"
Expresiones de Olvido	Me olvidé de tu cumpleaños	"<div style=""text-align: left; width: 100%;"">• <b>Estructura</b>: Pronombre reflexivo + olvidar + de + objeto<br><br>• <b>Traducción</b>: I forgot about your birthday<br><br>• <b>Énfasis</b>: Acción realizada por el sujeto (responsabilidad propia)<br><br>• <b>Connotación</b>: Mayor responsabilidad personal, acción consciente</div>"
Expresiones de Olvido	Me olvidé algo	"<div style=""text-align: left; width: 100%;"">• <b>Estructura</b>: Pronombre reflexivo + olvidar + objeto directo<br><br>• <b>Traducción</b>: I forgot something<br><br>• <b>Contexto</b>: Situación específica, generalmente objetos físicos<br><br>• <b>Ejemplos</b>:<br> - <b>""Me olvidé las llaves en casa"" (I forgot my keys at home)<br> - <i>""Me olvidé el paraguas en el metro""</i> (I forgot my umbrella on the subway)<br><br>• Uso regional</b>: Más común en Latinoamérica, especialmente Cono Sur</div>"
Expresiones de Olvido	Se me olvidó algo	"<div style=""text-align: left; width: 100%;"">• <b>Estructura</b>: Pronombre reflexivo + pronombre personal + olvidar + objeto<br><br>• <b>Traducción</b>: I forgot something (it slipped my mind)<br><br>• <b>Énfasis</b>: Lo accidental, involuntario del olvido<br><br>• <b>Connotación</b>: Menos responsabilidad personal, suceso más allá del control consciente<br><br>• <b>Uso</b>: Muy común en toda la comunidad hispanohablante</div>"
Expresiones de Olvido	Preferencias regionales	"<div style=""text-align: left; width: 100%;"">• <b>España</b>: Mayor uso de ""Se me olvidó"" y ""He olvidado""<br><br>• <b>México y Centroamérica</b>: Frecuente uso de ""Se me olvidó""<br><br>• <b>Región Andina</b>: Uso de ambas formas<br><br>• <b>Cono Sur</b>: Mayor frecuencia de ""Me olvidé""<br><br>• <b>Caribe</b>: Preferencia por ""Se me olvidó""</div>"
Expresiones de Olvido	Expresiones relacionadas por regiones	"<div style=""text-align: left; width: 100%;"">• <b>""Se me fue"" (Caribe, Centroamérica)</b>: ""Se me fue decírtelo"" (I forgot to tell you)<br><br>• <b>""Se me pasó"" (General)</b>: ""Se me pasó llamarte"" (I forgot to call you)<br><br>• <b>""No me acordé"" (General)</b>: Alternativa a olvidar<br><br>• <b>""Se me chispoteó"" (México)</b>: Olvidar decir algo</div>"
Expresiones de Frecuencia	Siempre se me olvida	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Olvido habitual o reiterado<br><br>• <b>Traducción</b>: I always forget<br><br>• <b>Ejemplos</b>:<br> - <i>""Siempre se me olvida apagar las luces""</i> (I always forget to turn off the lights)<br> - <i>""Siempre se me olvida tu número de teléfono""</i> (I always forget your phone number)</div>"
Expresiones de Frecuencia	De vez en cuando	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Ocasionalmente, algunas veces<br><br>• <b>Traducción</b>: From time to time, occasionally<br><br>• <b>Ejemplos</b>:<br> - <i>""De vez en cuando se me olvida cerrar con llave""</i> (Occasionally I forget to lock up)<br> - <i>""Me visita de vez en cuando""</i> (He/she visits me occasionally)</div>"
