Sección,Palabra/Frase,Detalles
"Colocaciones con ""Los Años""",Los años anteriores,"• Significado/Uso: Período previo<br>• Ejemplos: ""Los años anteriores habían sido prósperos""<br>• Registro: Neutral<br>• Temporalidad: Anterior<br>• Traducción: The previous years"
"Colocaciones con ""Los Años""",Los años venideros,"• Significado/Uso: Futuro próximo<br>• Ejemplos: ""En los años venideros veremos grandes cambios""<br>• Registro: Formal/literario<br>• Temporalidad: Futuro<br>• Traducción: The years to come, the coming years"
"Variaciones de ""Sedes""",Sede principal/central,"• Ámbito de uso: Empresarial, institucional<br>• Características: Centro neurálgico<br>• Ejemplos: ""La sede principal del banco está en Madrid""<br>• Matices: Jerarquía superior<br>• Traducción: Headquarters, main office"
"Variaciones de ""Sedes""",Casa matriz,"• Ámbito de uso: Empresarial<br>• Características: Origen corporativo<br>• Ejemplos: ""La casa matriz de la empresa está en Alemania""<br>• Matices: Énfasis en origen<br>• Traducción: Parent company, home office"
"Variaciones de ""Sedes""",Oficina central,"• Ámbito de uso: Administrativo<br>• Características: Centro operativo<br>• Ejemplos: ""Trabaja en la oficina central de la compañía""<br>• Matices: Enfoque operativo<br>• Traducción: Central office, main office"
Peregrinaciones,La Meca (Hajj),• Ubicación: Arabia Saudí<br>• Religión: Islam<br>• Características: Obligatoria una vez en la vida<br>• Participantes anuales: 2-3 millones<br>• Traducción: The Hajj to Mecca
Peregrinaciones,Kumbh Mela,• Ubicación: India (rotativa)<br>• Religión: Hinduismo<br>• Características: La mayor reunión religiosa<br>• Participantes anuales: 30-120 millones (cada 12 años)<br>• Traducción: Kumbh Mela
Peregrinaciones,Camino de Santiago,"• Ubicación: España<br>• Religión: Cristianismo<br>• Características: Múltiples rutas hacia Santiago<br>• Participantes anuales: 350,000+<br>• Traducción: Way of St. James, Camino de Santiago"
"Sinónimos de ""Agujetas""",Agujetas,"• Región principal: España<br>• Registro: Estándar<br>• Descripción: Dolor muscular posterior al ejercicio<br>• Expresiones relacionadas: ""Tener agujetas""<br>• Traducción: Muscle soreness"
"Sinónimos de ""Agujetas""",Dolor muscular,"• Región principal: General<br>• Registro: Médico, formal<br>• Descripción: Descripción general del síntoma<br>• Expresiones relacionadas: ""Sufrir dolor muscular""<br>• Traducción: Muscle pain, muscle soreness"
"Sinónimos de ""Agujetas""",Dolor muscular tardío,"• Región principal: General<br>• Registro: Técnico<br>• Descripción: Término médico específico<br>• Expresiones relacionadas: ""DOMS"" (siglas inglesas)<br>• Traducción: Delayed onset muscle soreness"
Estados Mentales,Despistado,"• Significado: Persona que no presta atención a detalles o pierde la concentración habitualmente<br>• Traducción: Absentminded, forgetful<br>• Connotación: Rasgo de personalidad más permanente<br>• Ejemplos:<br> - ""Es muy despistado, siempre olvida dónde deja las llaves"" (He's very absentminded, he always forgets where he leaves the keys)<br> - ""Soy bastante despistado para las fechas importantes"" (I'm quite forgetful with important dates)<br>• Contexto: Característica general de la persona"
Estados Mentales,Distraído,"• Significado: Persona cuya atención se ha desviado temporalmente<br>• Traducción: Distracted<br>• Connotación: Estado momentáneo o circunstancial<br>• Ejemplos:<br> - ""Estaba distraído cuando me hablaste, no te escuché"" (I was distracted when you spoke to me, I didn't hear you)<br> - ""Perdón por el error, estaba un poco distraído"" (Sorry for the mistake, I was a bit distracted)<br>• Contexto: Estado transitorio"
Estados Físicos,Despeinado (literal),"• Significado: Con el cabello desordenado o en desorden<br>• Traducción: Disheveled, messy-haired<br>• Ejemplos:<br> - ""Salí despeinado de casa porque no tuve tiempo de arreglarme"" (I left home with messy hair because I didn't have time to fix myself up)<br> - ""El viento me dejó completamente despeinada"" (The wind left me completely disheveled)"
Expresiones Figuradas,Despeinado (figurado),"• Significado metafórico: Desordenado, desorganizado (no relativo al cabello)<br>• Traducción: Disorganized, messy (figurative)<br>• Ejemplos:<br> - ""Su presentación estaba algo despeinada, con ideas poco claras"" (His presentation was somewhat disorganized, with unclear ideas)<br> - ""El proyecto quedó despeinado, sin estructura definida"" (The project ended up messy, without a defined structure)"
Expresiones de Olvido,Me olvidé de tu cumpleaños,"• Estructura: Pronombre reflexivo + olvidar + de + objeto<br>• Traducción: I forgot about your birthday<br>• Énfasis: Acción realizada por el sujeto (responsabilidad propia)<br>• Connotación: Mayor responsabilidad personal, acción consciente"
Expresiones de Olvido,Me olvidé algo,"• Estructura: Pronombre reflexivo + olvidar + objeto directo<br>• Traducción: I forgot something<br>• Contexto: Situación específica, generalmente objetos físicos<br>• Ejemplos:<br> - ""Me olvidé las llaves en casa"" (I forgot my keys at home)<br> - ""Me olvidé el paraguas en el metro"" (I forgot my umbrella on the subway)<br>• Uso regional: Más común en Latinoamérica, especialmente Cono Sur"
Expresiones de Olvido,Se me olvidó algo,"• Estructura: Pronombre reflexivo + pronombre personal + olvidar + objeto<br>• Traducción: I forgot something (it slipped my mind)<br>• Énfasis: Lo accidental, involuntario del olvido<br>• Connotación: Menos responsabilidad personal, suceso más allá del control consciente<br>• Uso: Muy común en toda la comunidad hispanohablante"
Expresiones de Olvido,Preferencias regionales,"• España: Mayor uso de ""Se me olvidó"" y ""He olvidado""<br>• México y Centroamérica: Frecuente uso de ""Se me olvidó""<br>• Región Andina: Uso de ambas formas<br>• Cono Sur: Mayor frecuencia de ""Me olvidé""<br>• Caribe: Preferencia por ""Se me olvidó"""
Expresiones de Olvido,Expresiones relacionadas por regiones,"• ""Se me fue"" (Caribe, Centroamérica): ""Se me fue decírtelo"" (I forgot to tell you)<br>• ""Se me pasó"" (General): ""Se me pasó llamarte"" (I forgot to call you)<br>• ""No me acordé"" (General): Alternativa a olvidar<br>• ""Se me chispoteó"" (México): Olvidar decir algo"
Expresiones de Frecuencia,Siempre se me olvida,"• Significado: Olvido habitual o reiterado<br>• Traducción: I always forget<br>• Ejemplos:<br> - ""Siempre se me olvida apagar las luces"" (I always forget to turn off the lights)<br> - ""Siempre se me olvida tu número de teléfono"" (I always forget your phone number)"
Expresiones de Frecuencia,De vez en cuando,"• Significado: Ocasionalmente, algunas veces<br>• Traducción: From time to time, occasionally<br>• Ejemplos:<br> - ""De vez en cuando se me olvida cerrar con llave"" (Occasionally I forget to lock up)<br> - ""Me visita de vez en cuando"" (He/she visits me occasionally)"
Expresiones de Posición,Boca abajo,"• Significado: Con el rostro o la parte frontal hacia abajo<br>• Traducción: Face down<br>• Ejemplos:<br> - ""Dormir boca abajo"" (To sleep face down)<br> - ""Poner el libro boca abajo"" (To place the book face down)<br>• Expresión opuesta: ""Boca arriba"" (face up)"
Expresiones de Tiempo,Perder tiempo,"• Significado: Uso ineficiente o desperdicio de tiempo<br>• Traducción: To waste time<br>• Connotación: Negativa<br>• Ejemplo: ""No pierdas tiempo en cosas sin importancia"" (Don't waste time on unimportant things)"
Expresiones de Tiempo,Gastar tiempo,"• Significado: Consumo de tiempo como recurso<br>• Traducción: To spend time<br>• Connotación: Neutral o negativa<br>• Ejemplo: ""No gastes tu energía en ese proyecto, no vale la pena"" (Don't spend your energy on that project, it's not worth it)"
Expresiones de Tiempo,Pasar tiempo,"• Significado: Transcurso de tiempo<br>• Traducción: To spend time<br>• Connotación: Neutral o positiva<br>• Ejemplo: ""Me gusta pasar tiempo con mi familia"" (I like to spend time with my family)"
Expresiones Regionales,Tantito,"• Significado: Un poco, pequeña cantidad o breve tiempo<br>• Traducción: A little bit, a moment<br>• Uso: México<br>• Ejemplos:<br> - ""Espérame tantito"" (Wait for me a moment)<br> - ""¿Tienes tantito de azúcar?"" (Do you have a little bit of sugar?)<br> - ""Está tantito lejos"" (It's a little bit far)<br>• Diminutivo relacionado: ""Tantitito"" (muy poquito)<br>• Variante regional: ""Ratito"" (usado en otras regiones con significado similar)"
Expresiones Regionales,Distantesitas,"• Significado: Lugares que están un poco lejos<br>• Traducción: A bit far away<br>• Uso: México<br>• Ejemplo: ""Las tiendas están distantesitas de aquí"" (The stores are a bit far from here)<br>• Estructura: Adjetivo ""distante"" + diminutivo + plural<br>• Connotación: Suaviza la idea de lejanía"
Expresiones de Afirmación,Nadie te lo quita,"• Significado: Lo logrado o conseguido es permanente<br>• Traducción: No one can take that away from you<br>• Ejemplos:<br> - ""Ya terminaste tu carrera, y eso nadie te lo quita"" (You've finished your degree, and no one can take that away from you)<br> - ""La experiencia que ganaste nadie te la quita"" (No one can take away the experience you gained)"
Expresiones de Conciencia,Date cuenta de eso,"• Significado: Exhortación a tomar conciencia de algo importante<br>• Traducción: Realize that, be aware of that<br>• Contextos de uso:<br> - Por profesores: ""Date cuenta de la importancia de estos conceptos"" (Realize the importance of these concepts)<br> - Por padres: ""Date cuenta de que tus acciones afectan a otros"" (Be aware that your actions affect others)<br>• Expresiones relacionadas:<br> - ""Toma conciencia"" (Become aware)<br> - ""Abre los ojos"" (Open your eyes)<br> - ""Cae en la cuenta"" (Realize)"
Expresiones Sentimentales,Enamorado,"• Significado: Persona que siente amor romántico por otra<br>• Traducción: In love, enamored<br>• Usos:<br> - Como adjetivo: ""Estoy enamorado de ti"" (I'm in love with you)<br> - Como sustantivo: ""Los enamorados pasean por el parque"" (The lovers walk through the park)<br>• Expresiones relacionadas:<br> - ""Perdidamente enamorado"" (Hopelessly in love)<br> - ""Enamorarse a primera vista"" (To fall in love at first sight)<br> - ""Estar loco/a por alguien"" (To be crazy about someone)"
Expresiones Cotidianas,Un día corriente/común/normal,"• Significado: Día típico, sin acontecimientos especiales<br>• Traducción: An ordinary/common/normal day<br>• Comparación de términos:<br> - ""Corriente"": Más formal, puede ser ordinario<br> - ""Común"": Neutral, enfatiza frecuencia<br> - ""Normal"": Neutral, ausencia de excepcionalidad<br>• Ejemplos:<br> - ""En un día corriente, me levanto a las 7"" (On an ordinary day, I get up at 7)<br> - ""Es una rutina común en mi vida"" (It's a common routine in my life)<br> - ""Fue un día normal, sin sorpresas"" (It was a normal day, without surprises)<br>• Expresiones relacionadas:<br> - ""Día a día"" (Day-to-day)<br> - ""La vida cotidiana"" (Everyday life)<br> - ""El pan de cada día"" (Daily bread, the usual)"
Vestimenta,Vestimenta,"• Significado: Conjunto de prendas con que se cubre el cuerpo<br>• Traducción: Clothing, attire<br>• Registro: Formal o neutro<br>• Usos contextuales:<br> - Descripción general: ""Su vestimenta era elegante"" (His/her attire was elegant)<br> - Requisitos: ""Vestimenta formal obligatoria"" (Formal attire required)<br> - Cultural: ""Vestimenta típica regional"" (Regional traditional clothing)<br>• Términos relacionados por nivel de formalidad:<br> - Formal: ""Atuendo"", ""indumentaria"", ""vestuario"" (Attire, apparel, wardrobe)<br> - Neutro: ""Ropa"", ""prendas"" (Clothes, garments)<br> - Informal: ""Trapos"", ""pilchas"" (regional) (Rags, threads - slang)<br>• Términos específicos por tipo:<br> - Casual: ""Ropa de diario"", ""ropa informal"" (Everyday clothes, casual wear)<br> - Formal: ""Traje"", ""ropa de etiqueta"" (Suit, formal wear)<br> - Deportiva: ""Ropa deportiva"", ""equipamiento"" (Sportswear, gear)<br> - Laboral: ""Uniforme"", ""ropa de trabajo"" (Uniform, work clothes)"
Expresiones Temporales,Mañana,"• Significado: Día inmediatamente posterior al actual<br>• Traducción: Tomorrow<br>• Ejemplo: ""Nos vemos mañana"" (See you tomorrow)"
Expresiones Temporales,En la próxima semana,"• Significado: Periodo de siete días posterior al actual<br>• Traducción: Next week<br>• Ejemplo: ""La reunión será en la próxima semana"" (The meeting will be next week)"
Expresiones Temporales,Cualquier tiempo en el futuro,"• Significado: Momento no específico posterior al presente<br>• Traducción: Any time in the future<br>• Ejemplo: ""Puedes venir cualquier tiempo en el futuro"" (You can come any time in the future)"
Expresiones de Obligación,Me/te/le/nos/les toca + infinitivo,"• Significado: Indica obligación o turno para realizar una acción<br>• Traducción: It's my/your/his/her/our/their turn to<br>• Ejemplos:<br> - ""Me toca lavar los platos hoy"" (It's my turn to wash the dishes today)<br> - ""Te toca presentar mañana"" (It's your turn to present tomorrow)<br> - ""Les toca organizar la fiesta"" (It's their turn to organize the party)"
Expresiones de Obligación,Tocarse,"• Significado: Cuando no tiene ganas de hacer algo pero debe hacerlo<br>• Traducción: To have to (reluctantly)<br>• Ejemplos:<br> - ""Me tocó trabajar el domingo"" (I had to work on Sunday - with reluctance)<br> - ""Le tocó quedarse hasta tarde"" (He had to stay late - not by choice)"
Expresiones Temporales,Ya toca / Ya tocó / Ya tocaba,"• Significado: Expresiones que indican que ha llegado el momento adecuado<br>• Traducción: It's time / It was time / It was already time<br>• Ejemplos:<br> - ""Ya toca renovar el pasaporte"" (It's time to renew the passport)<br> - ""Ya tocó cambiar de coche"" (It was time to change cars)<br> - ""Ya tocaba hacer limpieza"" (It was already time to clean)"
Expresiones Temporales,Ya era hora,"• Significado: Expresión que indica que algo debería haber ocurrido antes<br>• Traducción: It's about time<br>• Ejemplo: ""¡Ya era hora de que llamaras!"" (It's about time you called!)"
