El anticonvulsivo	Anticonvulsant	Medicamento que controla las convulsiones o la epilepsia.	Tomar anticonvulsivos diariamente, prescribir anticonvulsivos para epilepsia																					
El broncodilatador	Bronchodilator	Medicamento que relaja los músculos de las vías respiratorias.	Usar un broncodilatador para el asma, inhaladores con broncodilatadores																					
El diurético	Diuretic	Medicamento que ayuda a eliminar exceso de líquidos del cuerpo.	Diuréticos para la hipertensión, efectos de los diuréticos																					
El laxante	Laxative	Medicamento que facilita la evacuación intestinal.	Usar un laxante para el estreñimiento, laxantes suaves																					
El antihipertensivo	Antihypertensive	Medicamento que ayuda a reducir la presión arterial alta.	Antihipertensivos para hipertensión, controlar la dosis de antihipertensivos																					
El antitérmico	Antipyretic	Medicamento que reduce la fiebre.	Tomar un antitérmico para la fiebre alta, administrar antitérmicos en niños																					
El antiviral	Antiviral	Medicamento que combate infecciones virales.	Antivirales para tratar la gripe, uso de antivirales en infecciones graves																					
El antidiarreico	Antidiarrheal	Medicamento que alivia la diarrea.	Antidiarreicos de venta libre, tomar antidiarreicos según necesidad																					
El sedante	Sedative	Medicamento que calma o induce el sueño.	Usar un sedante antes de la cirugía, sedantes para el insomnio																					
El estimulante	Stimulant	Medicamento que aumenta la actividad del sistema nervioso.	Estimulantes para tratar TDAH, supervisar el uso de estimulantes																					
El antitusivo	Cough suppressant	Medicamento que reduce la tos.	Un jarabe antitusivo, tomar antitusivos para la tos seca																					
El expectorante	Expectorant	Medicamento que facilita la expulsión de mucosidad.	Usar un expectorante para la congestión, jarabes expectorantes																					
El relajante muscular	Muscle relaxant	Medicamento que alivia la tensión muscular.	Recetar un relajante muscular, relajantes musculares para espasmos																					
Recetado/a	Prescribed	Que requiere receta médica para su uso.	Medicamentos recetados por el médico, un antibiótico recetado																					
De venta libre	Over-the-counter	Que no requiere receta médica.	Comprar un analgésico de venta libre, antihistamínicos de venta libre																					
Potente	Potent	Que tiene un efecto fuerte o rápido.	Un antiinflamatorio potente, cuidado con medicamentos potentes																					
Suave	Mild	Que tiene un efecto leve o moderado.	Usar un laxante suave, antitusivo suave																					
Crónico/a	Chronic	Diseñado para tratar condiciones a largo plazo.	Medicamentos para enfermedades crónicas, un tratamiento crónico																					
Preventivo/a	Preventive	Que se usa para evitar una enfermedad o condición.	Uso preventivo de anticoagulantes, medicamentos preventivos contra infecciones																					
Tomar	To take	Consumir medicamentos según la dosis indicada.	Tomar un analgésico, tomar antibióticos a tiempo																					
Recetar	To prescribe	Indicar un medicamento para tratar una condición médica.	Recetar un antihipertensivo, recetar medicamentos personalizados																					
Administrar	To administer	Dar o aplicar medicamentos a un paciente.	Administrar un antiviral intravenoso, administrar sedantes																					
Suspender	To stop	Dejar de tomar un medicamento bajo indicación médica.	Suspender el uso de antidepresivos, suspender un tratamiento																					
Inhalar	To inhale	Respirar un medicamento en forma de aerosol o vapor.	Inhalar un broncodilatador, técnica para inhalar correctamente																					
Aplicar	To apply	Usar un medicamento tópico sobre la piel o área afectada.	Aplicar una crema antiinflamatoria, aplicar un ungüento																					
Disolver	To dissolve	Mezclar un medicamento en agua o líquido para su consumo.	Disolver un antitérmico en agua, pastillas que se disuelven fácilmente																					
El médico general / La médica general	General practitioner	Médico que trata una variedad de condiciones comunes.	Consultar al médico general, exámenes básicos con la médica general																					
El pediatra / La pediatra	Pediatrician	Médico especializado en la salud de niños y adolescentes.	Llevar a los niños al pediatra, recomendaciones de un pediatra																					
El cardiólogo / La cardióloga	Cardiologist	Médico especializado en enfermedades del corazón y el sistema circulatorio.	Un chequeo con el cardiólogo, tratar arritmias con un cardiólogo																					
El dermatólogo / La dermatóloga	Dermatologist	Médico especializado en la piel, cabello y uñas.	Tratar acné con un dermatólogo, consultar por manchas en la piel																					
El ginecólogo / La ginecóloga	Gynecologist	Médico especializado en la salud reproductiva femenina.	Revisiones anuales con el ginecólogo, seguimiento prenatal con la ginecóloga																					
El obstetra / La obstetra	Obstetrician	Médico especializado en el embarazo, parto y posparto.	Consultar con un obstetra durante el embarazo, cuidados posparto con la obstetra																					
El endocrinólogo / La endocrinóloga	Endocrinologist	Médico especializado en glándulas y hormonas.	Diagnóstico de diabetes con el endocrinólogo, tratar hipotiroidismo																					
El neumólogo / La neumóloga	Pulmonologist	Médico especializado en enfermedades del sistema respiratorio.	Tratar asma con un neumólogo, consulta por apnea del sueño																					
El oncólogo / La oncóloga	Oncologist	Médico especializado en el diagnóstico y tratamiento del cáncer.	Sesiones de quimioterapia con un oncólogo, seguimiento con la oncóloga																					
El psiquiatra / La psiquiatra	Psychiatrist	Médico especializado en la salud mental y los trastornos emocionales.	Recibir tratamiento con un psiquiatra, terapia combinada con la psiquiatra																					
El neurólogo / La neuróloga	Neurologist	Médico especializado en el sistema nervioso central y periférico.	Tratar migrañas crónicas con el neurólogo, diagnóstico de epilepsia																					
El urólogo / La uróloga	Urologist	Médico especializado en el sistema urinario y reproductivo masculino.	Consultar por infecciones urinarias con el urólogo, cirugías con la uróloga																					
El reumatólogo / La reumatóloga	Rheumatologist	Médico especializado en enfermedades de las articulaciones y tejidos conectivos.	Tratar artritis reumatoide, diagnóstico de lupus con el reumatólogo																					
El oftalmólogo / La oftalmóloga	Ophthalmologist	Médico especializado en el cuidado de los ojos y la visión.	Cirugía láser con el oftalmólogo, tratar cataratas																					
El otorrinolaringólogo / La otorrinolaringóloga	ENT specialist	Médico especializado en oídos, nariz y garganta.	Tratar sinusitis con el otorrinolaringólogo, cirugía de amígdalas																					
El ortopedista / La ortopedista	Orthopedist	Médico especializado en huesos, músculos y articulaciones.	Fracturas tratadas por el ortopedista, consulta por escoliosis																					
El gastroenterólogo / La gastroenteróloga	Gastroenterologist	Médico especializado en el sistema digestivo.	Tratar gastritis con el gastroenterólogo, endoscopias realizadas por la gastroenteróloga																					
El hematólogo / La hematóloga	Hematologist	Médico especializado en enfermedades de la sangre.	Diagnóstico de anemia con el hematólogo, tratamientos de leucemia																					
